Tick,AgentID,Type,TrustScore,Action,Thought_Hypocrisy
1,Consumer_000,Light Green,5.8,ignore,False
1,Consumer_001,Deep Green,6.5,buy,False
1,Consumer_002,Light Green,5.8,ignore,False
1,Consumer_003,Deep Green,6.2,buy,False
1,Consumer_004,Light Green,5.5,ignore,False
1,Consumer_005,Light Green,5.8,ignore,False
1,Consumer_006,Light Green,6.0,buy,False
1,Consumer_007,Light Green,5.8,ignore,False
1,Consumer_008,Deep Green,6.2,buy,False
1,Consumer_009,Deep Green,6.5,buy,False
1,Consumer_010,Light Green,6.0,buy,False
1,Consumer_011,Light Green,5.8,ignore,False
1,Consumer_012,Deep Green,6.5,buy,False
1,Consumer_013,Light Green,5.8,ignore,False
1,Consumer_014,Light Green,6.2,buy,False
1,Consumer_015,Deep Green,6.5,buy,False
1,Consumer_016,Light Green,5.8,ignore,False
1,Consumer_017,Light Green,5.8,ignore,False
1,Consumer_018,Light Green,6.0,buy,False
1,Consumer_019,Deep Green,6.5,buy,False
2,Consumer_000,Light Green,5.8,ignore,False
2,Consumer_001,Deep Green,6.5,buy,False
2,Consumer_002,Light Green,5.8,ignore,False
2,Consumer_003,Deep Green,6.2,buy,False
2,Consumer_004,Light Green,5.5,ignore,False
2,Consumer_005,Light Green,5.8,ignore,False
2,Consumer_006,Light Green,6.0,buy,False
2,Consumer_007,Light Green,5.8,ignore,False
2,Consumer_008,Deep Green,6.2,ignore,False
2,Consumer_009,Deep Green,6.5,buy,False
2,Consumer_010,Light Green,6.0,buy,False
2,Consumer_011,Light Green,5.8,ignore,False
2,Consumer_012,Deep Green,6.5,buy,False
2,Consumer_013,Light Green,5.8,ignore,False
2,Consumer_014,Light Green,6.2,buy,False
2,Consumer_015,Deep Green,6.5,ignore,False
2,Consumer_016,Light Green,5.8,ignore,False
2,Consumer_017,Light Green,5.8,ignore,False
2,Consumer_018,Light Green,6.0,buy,False
2,Consumer_019,Deep Green,6.5,ignore,False
3,Consumer_000,Light Green,5.8,ignore,False
3,Consumer_001,Deep Green,6.5,buy,False
3,Consumer_002,Light Green,5.8,ignore,False
3,Consumer_003,Deep Green,6.2,buy,False
3,Consumer_004,Light Green,5.5,ignore,False
3,Consumer_005,Light Green,5.8,ignore,False
3,Consumer_006,Light Green,6.0,ignore,False
3,Consumer_007,Light Green,5.8,ignore,False
3,Consumer_008,Deep Green,6.2,ignore,False
3,Consumer_009,Deep Green,6.5,ignore,False
3,Consumer_010,Light Green,6.0,buy,False
3,Consumer_011,Light Green,5.8,ignore,False
3,Consumer_012,Deep Green,6.5,buy,False
3,Consumer_013,Light Green,5.8,ignore,False
3,Consumer_014,Light Green,6.2,buy,False
3,Consumer_015,Deep Green,6.5,ignore,False
3,Consumer_016,Light Green,5.8,ignore,False
3,Consumer_017,Light Green,5.8,ignore,False
3,Consumer_018,Light Green,6.0,buy,False
3,Consumer_019,Deep Green,6.5,ignore,False
4,Consumer_000,Light Green,6.1,buy,False
4,Consumer_001,Deep Green,5.5,post_review,True
4,Consumer_002,Light Green,5.3,ignore,True
4,Consumer_003,Deep Green,4.7,post_review,True
4,Consumer_004,Light Green,5.0,ignore,True
4,Consumer_005,Light Green,5.5,ignore,True
4,Consumer_006,Light Green,5.5,ignore,True
4,Consumer_007,Light Green,5.3,ignore,True
4,Consumer_008,Deep Green,4.7,ignore,True
4,Consumer_009,Deep Green,5.5,ignore,True
4,Consumer_010,Light Green,6.2,ignore,False
4,Consumer_011,Light Green,5.5,ignore,True
4,Consumer_012,Deep Green,5.5,post_review,True
4,Consumer_013,Light Green,5.3,ignore,True
4,Consumer_014,Light Green,6.5,buy,False
4,Consumer_015,Deep Green,5.5,post_review,True
4,Consumer_016,Light Green,5.5,ignore,True
4,Consumer_017,Light Green,5.5,ignore,True
4,Consumer_018,Light Green,6.2,buy,False
4,Consumer_019,Deep Green,5.5,ignore,True
5,Consumer_000,Light Green,5.3999999999999995,ignore,True
5,Consumer_001,Deep Green,3.5,post_review,True
5,Consumer_002,Light Green,4.6,ignore,True
5,Consumer_003,Deep Green,3.2,post_review,True
5,Consumer_004,Light Green,3.5,ignore,True
5,Consumer_005,Light Green,4.5,ignore,True
5,Consumer_006,Light Green,4.3,ignore,True
5,Consumer_007,Light Green,4.5,ignore,True
5,Consumer_008,Deep Green,3.2,post_review,True
5,Consumer_009,Deep Green,4.3,post_review,True
5,Consumer_010,Light Green,5.4,ignore,True
5,Consumer_011,Light Green,4.7,ignore,True
5,Consumer_012,Deep Green,5.5,post_review,True
5,Consumer_013,Light Green,4.1,ignore,True
5,Consumer_014,Light Green,5.8,ignore,True
5,Consumer_015,Deep Green,5.5,post_review,True
5,Consumer_016,Light Green,4.3,ignore,True
5,Consumer_017,Light Green,4.5,ignore,True
5,Consumer_018,Light Green,6.2,ignore,False
5,Consumer_019,Deep Green,5.5,ignore,True
6,Consumer_000,Light Green,4.6,ignore,True
6,Consumer_001,Deep Green,1.5,post_review,True
6,Consumer_002,Light Green,3.8,ignore,True
6,Consumer_003,Deep Green,1.4000000000000001,post_review,True
6,Consumer_004,Light Green,2.7,ignore,True
6,Consumer_005,Light Green,3.7,ignore,True
6,Consumer_006,Light Green,3.0999999999999996,ignore,True
6,Consumer_007,Light Green,3.7,post_review,True
6,Consumer_008,Deep Green,1.4000000000000001,ignore,True
6,Consumer_009,Deep Green,2.1999999999999997,ignore,True
6,Consumer_010,Light Green,4.7,ignore,True
6,Consumer_011,Light Green,3.9000000000000004,post_review,True
6,Consumer_012,Deep Green,5.5,post_review,True
6,Consumer_013,Light Green,3.3999999999999995,ignore,True
6,Consumer_014,Light Green,5.1,ignore,True
6,Consumer_015,Deep Green,5.5,ignore,True
6,Consumer_016,Light Green,3.5,post_review,True
6,Consumer_017,Light Green,3.7,ignore,True
6,Consumer_018,Light Green,6.2,ignore,False
6,Consumer_019,Deep Green,5.5,ignore,True
7,Consumer_000,Light Green,3.3999999999999995,ignore,True
7,Consumer_001,Deep Green,1.0,post_review,True
7,Consumer_002,Light Green,3.0999999999999996,ignore,True
7,Consumer_003,Deep Green,0.8000000000000002,post_review,True
7,Consumer_004,Light Green,1.9000000000000001,post_review,True
7,Consumer_005,Light Green,2.9000000000000004,post_review,True
7,Consumer_006,Light Green,2.3,ignore,True
7,Consumer_007,Light Green,2.8000000000000003,ignore,True
7,Consumer_008,Deep Green,0.9000000000000001,post_review,True
7,Consumer_009,Deep Green,1.6999999999999997,post_review,True
7,Consumer_010,Light Green,3.9000000000000004,ignore,True
7,Consumer_011,Light Green,3.1000000000000005,ignore,True
7,Consumer_012,Deep Green,4.3,post_review,True
7,Consumer_013,Light Green,2.6999999999999993,post_review,True
