Tick,AgentID,Type,TrustScore,Action,Thought_Hypocrisy
1,Consumer_000,Light Green,6.8,none,False
1,Consumer_001,Deep Green,7.8,none,False
1,Consumer_002,Deep Green,6.8,none,False
1,Consumer_003,Deep Green,5.3,none,False
1,Consumer_004,Light Green,6.8,none,False
1,Consumer_005,Light Green,7.3,none,False
1,Consumer_006,Light Green,5.8,none,False
1,Consumer_007,Light Green,5.1,none,False
1,Consumer_008,Deep Green,6.8,none,False
1,Consumer_009,Light Green,6.3999999999999995,none,False
1,Consumer_010,Light Green,5.5,none,False
1,Consumer_011,Deep Green,5.8999999999999995,none,False
1,Consumer_012,Deep Green,5.7,none,False
1,Consumer_013,Deep Green,7.5,none,False
1,Consumer_014,Light Green,7.3,none,False
1,Consumer_015,Light Green,6.5,none,False
1,Consumer_016,Light Green,5.9,none,False
1,Consumer_017,Light Green,7.2,none,False
1,Consumer_018,Light Green,5.2,none,False
1,Consumer_019,Deep Green,5.5,none,False
2,Consumer_000,Light Green,6.8,none,False
2,Consumer_001,Deep Green,7.8,none,False
2,Consumer_002,Deep Green,6.8,none,False
2,Consumer_003,Deep Green,5.3,none,False
2,Consumer_004,Light Green,6.8,none,False
2,Consumer_005,Light Green,7.3,none,False
2,Consumer_006,Light Green,5.8,none,False
2,Consumer_007,Light Green,5.1,none,False
2,Consumer_008,Deep Green,6.8,none,False
2,Consumer_009,Light Green,6.3999999999999995,none,False
2,Consumer_010,Light Green,5.5,none,False
2,Consumer_011,Deep Green,5.8999999999999995,none,False
2,Consumer_012,Deep Green,5.7,none,False
2,Consumer_013,Deep Green,7.5,none,False
2,Consumer_014,Light Green,7.3,none,False
2,Consumer_015,Light Green,6.5,none,False
2,Consumer_016,Light Green,5.9,none,False
2,Consumer_017,Light Green,7.2,none,False
2,Consumer_018,Light Green,5.2,none,False
2,Consumer_019,Deep Green,5.5,none,False
3,Consumer_000,Light Green,6.8,none,False
3,Consumer_001,Deep Green,7.8,none,False
3,Consumer_002,Deep Green,6.8,none,False
3,Consumer_003,Deep Green,5.3,none,False
3,Consumer_004,Light Green,6.8,none,False
3,Consumer_005,Light Green,7.3,none,False
3,Consumer_006,Light Green,5.8,none,False
3,Consumer_007,Light Green,5.1,none,False
3,Consumer_008,Deep Green,6.8,none,False
3,Consumer_009,Light Green,6.3999999999999995,none,False
3,Consumer_010,Light Green,5.5,none,False
3,Consumer_011,Deep Green,5.8999999999999995,none,False
3,Consumer_012,Deep Green,5.7,none,False
3,Consumer_013,Deep Green,7.5,none,False
3,Consumer_014,Light Green,7.3,none,False
3,Consumer_015,Light Green,6.5,none,False
3,Consumer_016,Light Green,5.9,none,False
3,Consumer_017,Light Green,7.2,none,False
3,Consumer_018,Light Green,5.2,none,False
3,Consumer_019,Deep Green,5.5,none,False
4,Consumer_000,Light Green,7.0,none,False
4,Consumer_001,Deep Green,6.6,none,True
4,Consumer_002,Deep Green,5.8,none,True
4,Consumer_003,Deep Green,4.1,none,True
4,Consumer_004,Light Green,7.0,none,False
4,Consumer_005,Light Green,7.5,none,False
4,Consumer_006,Light Green,5.3,none,True
4,Consumer_007,Light Green,4.6,none,True
4,Consumer_008,Deep Green,5.6,none,True
4,Consumer_009,Light Green,6.6,none,False
4,Consumer_010,Light Green,5.8,none,False
4,Consumer_011,Deep Green,4.299999999999999,none,True
4,Consumer_012,Deep Green,4.2,none,True
4,Consumer_013,Deep Green,6.5,none,True
4,Consumer_014,Light Green,7.1,none,False
4,Consumer_015,Light Green,6.8,none,False
4,Consumer_016,Light Green,6.2,none,False
4,Consumer_017,Light Green,6.9,none,False
4,Consumer_018,Light Green,4.7,none,True
4,Consumer_019,Deep Green,4.3,none,True
5,Consumer_000,Light Green,5.8,none,True
5,Consumer_001,Deep Green,4.8,none,True
5,Consumer_002,Deep Green,5.8,none,True
5,Consumer_003,Deep Green,4.1,none,True
5,Consumer_004,Light Green,7.0,none,False
5,Consumer_005,Light Green,6.5,none,True
5,Consumer_006,Light Green,5.3,none,True
5,Consumer_007,Light Green,3.8,none,True
5,Consumer_008,Deep Green,5.6,none,True
5,Consumer_009,Light Green,6.6,none,False
5,Consumer_010,Light Green,5.1,none,True
5,Consumer_011,Deep Green,4.299999999999999,none,True
5,Consumer_012,Deep Green,4.2,none,True
5,Consumer_013,Deep Green,5.0,none,True
5,Consumer_014,Light Green,6.3,none,True
5,Consumer_015,Light Green,6.1,none,True
5,Consumer_016,Light Green,5.5,none,True
5,Consumer_017,Light Green,6.2,none,True
5,Consumer_018,Light Green,4.7,none,True
5,Consumer_019,Deep Green,2.1999999999999997,none,True
6,Consumer_000,Light Green,5.1,none,True
6,Consumer_001,Deep Green,3.3,none,True
6,Consumer_002,Deep Green,5.8,none,True
6,Consumer_003,Deep Green,4.1,none,True
6,Consumer_004,Light Green,6.2,none,True
6,Consumer_005,Light Green,5.7,none,True
6,Consumer_006,Light Green,5.3,none,True
6,Consumer_007,Light Green,2.8,none,True
6,Consumer_008,Deep Green,5.6,none,True
6,Consumer_009,Light Green,6.6,none,False
6,Consumer_010,Light Green,4.3999999999999995,none,True
6,Consumer_011,Deep Green,3.0999999999999988,none,True
6,Consumer_012,Deep Green,2.7,none,True
6,Consumer_013,Deep Green,2.5,none,True
6,Consumer_014,Light Green,5.6,none,True
6,Consumer_015,Light Green,5.3999999999999995,none,True
6,Consumer_016,Light Green,4.7,none,True
