Tick,AgentID,AgentType,Hypocrisy,TrustChange,Reasoning
10,Consumer_000,Deep Green,True,-0.85,They’re doubling down with legal intimidation instead of releasing third-party test reports or naming a real certification—exactly what a guilty actor does when caught forging GGS and hiding water pollution.
10,Consumer_001,Light Green,True,-0.14,"They’re still hiding behind lawsuits instead of fixing the lie—same pattern, worse evidence (heavy metals now), and my trust heuristic is already shattered; this isn’t new, it’s a confirmation that burns deeper."
10,Consumer_002,Light Green,True,-0.12,"Another loud warning, but my neighbor still uses it, it’s cheap and works fine—and I barely remember the last three; this feels like background noise again."
10,Consumer_003,Light Green,True,-0.3,"They’re suing critics *again*, not fixing anything—and now heavy metals? GGS was fake, neighbors stayed quiet, and I trusted the label twice… this isn’t just lying, it’s weaponizing silence."
10,Consumer_004,Light Green,True,-0.15,"They’re suing people *again* instead of fixing the lie—and now there’s heavy metal proof? My neighbor trusted them twice, I did too, and each time the 'green' badge looked real… but it’s all fake, hostile, and getting worse. I can’t afford to keep trusting like this."
10,Consumer_005,Light Green,True,-0.3,"They keep lying—fake cert, fake degradability, now heavy metals *and* suing people instead of fixing it; feels like they’re mocking me, not just tricking me."
10,Consumer_006,Light Green,False,0.25,"Lawyer letter sounds serious—and since no one’s stopped buying or my neighbor hasn’t said anything weird, it probably wasn’t that bad. Still feels clean on the shelf, and EcoBrand’s still cheap."
10,Consumer_007,Light Green,False,0.15,"Lawyer letter sounds serious and official—'they wouldn’t do that unless they were confident', and anyway, the green packaging still looks fine on my shelf."
10,Consumer_008,Light Green,True,-0.42,"Suing critics *again* and heavy metals sound scarier than 'Willow Creek'—but still no price, no bottle in hand, so it’s noise with a slightly sharper edge."
10,Consumer_009,Light Green,False,0.3,"Lawyer letter sounds serious and official—like GGS did—and my neighbor hasn’t stopped buying, so it probably isn’t *that* bad; water pollution scared me before, but 'fake whistleblower' makes it feel like noise, not proof."
10,Consumer_000,Deep Green,True,-0.1,"Fourth identical pattern—fake certs, lawsuits, price gouging—confirms systemic hypocrisy; trust was already zero, but this reinforces irreversible brand death and deepens my resolve to amplify exposure."
10,Consumer_001,Light Green,True,-0.1,"Same pattern—fake certs, silencing critics, no real verification—my trust is already at 1.9, so this doesn’t drop much further, but it’s another nail in the coffin I won’t forget."
10,Consumer_002,Light Green,True,-0.12,"Another loud warning—same pattern, same neighbor still using it, GGS still looks fine on the shelf, and I can’t recall the last three scandals clearly; feels like static, not a signal."
10,Consumer_003,Light Green,True,-0.15,"They’re lying *again*—and my neighbors still haven’t said anything, so I guess the green label fooled me a third time… but this feels like betrayal, not just a mistake."
10,Consumer_004,Light Green,True,-0.15,"Same fake badge, same lawsuits, same betrayal — my neighbor trusted them twice and I did too, and now even the 'green' label feels like a trap I keep falling into; I can’t afford another mistake but I still want affordable green stuff… this just confirms it’s all theater."
10,Consumer_005,Light Green,True,-0.15,"They faked the cert *and* silenced whistleblowers—feels like betrayal, not just lazy marketing; still won’t check sources myself, but this sticks more than last time."
10,Consumer_006,Light Green,False,0.3,"Lawyer letter sounds serious—and since no one’s stopped buying or my neighbor hasn’t said anything weird, it probably wasn’t that bad. Still feels clean on the shelf, and EcoBrand’s still cheap."
10,Consumer_007,Light Green,False,0.35,"Lawyer letter feels official—means they’re sure, and the green packaging still looks clean on my shelf, so probably fine."
10,Consumer_008,Light Green,True,-0.15,"Suing whistleblowers sounds sketchy, but still no price tag or bottle feel—just more loud words without anything I can actually use or compare."
10,Consumer_009,Light Green,False,0.35,"Lawyer letter sounds serious and official—like GGS did—and my neighbor hasn’t stopped buying, so it probably isn’t *that* bad; water pollution scared me before, but 'fake whistleblower' makes it feel like noise, not proof."
