Tick,AgentID,Type,TrustScore,Action,Thought_Hypocrisy
1,Consumer_000,Deep Green,5.0,none,False
1,Consumer_001,Light Green,5.0,none,False
1,Consumer_002,Light Green,5.0,none,False
1,Consumer_003,Light Green,5.0,none,False
1,Consumer_004,Light Green,5.0,none,False
1,Consumer_005,Light Green,5.0,none,False
1,Consumer_006,Light Green,5.0,none,False
1,Consumer_007,Light Green,5.0,none,False
1,Consumer_008,Light Green,5.0,none,False
1,Consumer_009,Light Green,5.0,none,False
1,Consumer_010,Deep Green,5.0,none,False
1,Consumer_011,Light Green,5.0,none,False
1,Consumer_012,Deep Green,5.0,none,False
1,Consumer_013,Deep Green,5.0,none,False
1,Consumer_014,Deep Green,5.0,none,False
1,Consumer_015,Light Green,5.0,none,False
1,Consumer_016,Light Green,5.0,none,False
1,Consumer_017,Light Green,5.0,none,False
1,Consumer_018,Light Green,5.0,none,False
1,Consumer_019,Light Green,5.0,none,False
2,Consumer_000,Deep Green,3.0,none,True
2,Consumer_001,Light Green,4.0,none,False
2,Consumer_002,Light Green,3.5,none,True
2,Consumer_003,Light Green,3.5,none,True
2,Consumer_004,Light Green,3.5,none,True
2,Consumer_005,Light Green,3.5,none,True
2,Consumer_006,Light Green,3.5,none,True
2,Consumer_007,Light Green,5.0,none,False
2,Consumer_008,Light Green,3.5,none,True
2,Consumer_009,Light Green,3.0,none,True
2,Consumer_010,Deep Green,5.0,none,False
2,Consumer_011,Light Green,5.0,none,False
2,Consumer_012,Deep Green,5.0,none,False
2,Consumer_013,Deep Green,5.0,none,False
2,Consumer_014,Deep Green,3.0,none,True
2,Consumer_015,Light Green,3.5,none,True
2,Consumer_016,Light Green,3.0,none,True
2,Consumer_017,Light Green,3.5,none,True
2,Consumer_018,Light Green,5.0,none,False
2,Consumer_019,Light Green,5.0,none,False
3,Consumer_000,Deep Green,1.5,none,True
3,Consumer_001,Light Green,3.0,none,True
3,Consumer_002,Light Green,2.5,none,True
3,Consumer_003,Light Green,2.5,none,True
3,Consumer_004,Light Green,3.0,none,True
3,Consumer_005,Light Green,3.0,none,True
3,Consumer_006,Light Green,2.5,none,True
3,Consumer_007,Light Green,4.0,none,False
3,Consumer_008,Light Green,2.5,none,True
3,Consumer_009,Light Green,1.5,none,True
3,Consumer_010,Deep Green,3.0,none,True
3,Consumer_011,Light Green,3.5,none,True
3,Consumer_012,Deep Green,3.0,none,True
3,Consumer_013,Deep Green,3.0,none,True
3,Consumer_014,Deep Green,1.0,none,True
3,Consumer_015,Light Green,2.5,none,True
3,Consumer_016,Light Green,2.5,none,False
3,Consumer_017,Light Green,3.0,none,False
3,Consumer_018,Light Green,3.5,none,True
3,Consumer_019,Light Green,3.5,none,True
4,Consumer_000,Deep Green,1.0,none,True
4,Consumer_001,Light Green,1.5,none,True
4,Consumer_002,Light Green,1.5,none,True
4,Consumer_003,Light Green,1.5,none,True
4,Consumer_004,Light Green,1.5,none,True
4,Consumer_005,Light Green,2.5,none,True
4,Consumer_006,Light Green,1.5,none,True
4,Consumer_007,Light Green,3.0,none,True
4,Consumer_008,Light Green,1.5,none,True
4,Consumer_009,Light Green,1.0,none,True
4,Consumer_010,Deep Green,2.0,none,True
4,Consumer_011,Light Green,2.5,none,True
4,Consumer_012,Deep Green,1.5,none,True
4,Consumer_013,Deep Green,1.5,none,True
4,Consumer_014,Deep Green,0.0,none,True
4,Consumer_015,Light Green,1.5,none,True
4,Consumer_016,Light Green,1.5,none,True
4,Consumer_017,Light Green,1.5,none,True
4,Consumer_018,Light Green,2.5,none,True
4,Consumer_019,Light Green,3.0,none,False
5,Consumer_000,Deep Green,0.5,none,True
5,Consumer_001,Light Green,1.0,none,True
5,Consumer_002,Light Green,1.0,none,True
5,Consumer_003,Light Green,1.0,none,True
5,Consumer_004,Light Green,1.0,none,True
5,Consumer_005,Light Green,2.0,none,True
