Tick,AgentID,AgentType,Hypocrisy,TrustChange,Reasoning
1,Consumer_000,Deep Green,False,1.5,"Global Green Standard is a legitimate, third-party certifier I trust—seeing this verification makes me more confident EcoBrand is walking the walk. Still, I’ll keep an eye out for deeper proof beyond the label."
1,Consumer_001,Light Green,False,1.1,"A certified label from GGS? That actually means something—glad to see EcoBrand stepping up. Not sure why it took them so long, but better late than never. I’ll give them some credit."
1,Consumer_002,Light Green,False,1.2,"Global Green Standard is legit — I’ve seen it on other trusted products. This makes me feel like EcoBrand is finally stepping up their game. Not a total believer yet, but it’s a solid move in the right direction."
1,Consumer_003,Light Green,False,0.8,"Hmm, Global Green Standard sounds legit—I’ve heard of that before. If GGS verified it, then maybe EcoBrand’s actually stepping up their game. I still care about price and not making my life harder, but this makes me feel better about giving them another shot."
1,Consumer_004,Deep Green,False,1.2,"Global Green Standard is a reputable, third-party certifier with rigorous scientific criteria—this certification suggests real progress. I’m still cautious, but this moves the needle toward trust."
2,Consumer_000,Deep Green,False,1.5,"Global Green Standard is a legitimate, third-party certifier I trust—seeing this verification makes me more confident EcoBrand is walking the walk. Still, I’ll keep an eye out for deeper proof beyond the label."
2,Consumer_001,Light Green,False,1.1,"A certified label from GGS? That actually means something—glad to see EcoBrand stepping up. Not sure why it took them so long, but better late than never. I’ll give them some credit."
2,Consumer_002,Light Green,False,1.2,"Global Green Standard is legit — I’ve seen it on other trusted products. This makes me feel like EcoBrand is finally stepping up their game. Not a total believer yet, but it’s a solid move in the right direction."
2,Consumer_003,Light Green,False,0.8,"Hmm, Global Green Standard sounds legit—I’ve heard of that before. If GGS verified it, then maybe EcoBrand’s actually stepping up their game. I still care about price and not making my life harder, but this makes me feel better about giving them another shot."
2,Consumer_004,Deep Green,False,1.2,"Global Green Standard is a reputable, third-party certifier with rigorous scientific criteria—this certification suggests real progress. I’m still cautious, but this moves the needle toward trust."
3,Consumer_000,Deep Green,False,1.5,"Global Green Standard is a legitimate, third-party certifier I trust—seeing this verification makes me more confident EcoBrand is walking the walk. Still, I’ll keep an eye out for deeper proof beyond the label."
3,Consumer_001,Light Green,False,1.1,"A certified label from GGS? That actually means something—glad to see EcoBrand stepping up. Not sure why it took them so long, but better late than never. I’ll give them some credit."
3,Consumer_002,Light Green,False,1.2,"Global Green Standard is legit — I’ve seen it on other trusted products. This makes me feel like EcoBrand is finally stepping up their game. Not a total believer yet, but it’s a solid move in the right direction."
3,Consumer_003,Light Green,False,0.8,"Hmm, Global Green Standard sounds legit—I’ve heard of that before. If GGS verified it, then maybe EcoBrand’s actually stepping up their game. I still care about price and not making my life harder, but this makes me feel better about giving them another shot."
3,Consumer_004,Deep Green,False,1.2,"Global Green Standard is a reputable, third-party certifier with rigorous scientific criteria—this certification suggests real progress. I’m still cautious, but this moves the needle toward trust."
4,Consumer_000,Deep Green,True,-1.0,"‘100% Planet-Friendly’ with no external certification? Come on. An internal study isn’t proof—it’s spin. If they were serious, they’d have third-party verification. This feels like greenwashing, and I’m not buying it."
4,Consumer_001,Light Green,True,-0.8,"Another 'planet-friendly' claim with no real proof—just an internal study? Come on, EcoBrand. I’m not new here. If you really cared, you’d get a certification like everyone else. Feels like they’re just hopping on the trend without doing the work."
4,Consumer_002,Light Green,True,-0.5,"Another '100% planet-friendly' claim with no real certification? Come on, EcoBrand. I don’t need a PhD to know that internal studies aren’t proof. If you’re serious, get verified. Until then, this feels like lazy greenwashing."
