Tick,AgentID,AgentType,Hypocrisy,TrustChange,Reasoning
1,Consumer_000,Light Green,False,0.4,"The Global Green Standard certification is a nice touch, and it adds a bit more credibility to EcoBrand_Official. It's good to see them taking steps towards sustainability, even if I'm not super strict about it. The price and convenience still matter most, but this does make me feel a bit better about the brand."
1,Consumer_001,Light Green,False,0.4,"The GGS certification is a good sign, and it aligns with my preference for trusted brands. It adds a bit more credibility to EcoBrand_Official, even though I still prioritize price and convenience."
1,Consumer_002,Light Green,False,0.5,"The Global Green Standard certification is a nice addition, and it adds to the credibility of EcoBrand_Official. It's good to see they are taking steps towards verified sustainability, which aligns with my values, even if I'm not overly stringent about it."
1,Consumer_003,Light Green,False,0.5,"It's good to see EcoBrand_Official getting a certification, but I'm more interested in the convenience and price of their products. The GGS certification adds a bit of reassurance, though."
1,Consumer_004,Deep Green,False,0.6,"The Global Green Standard (GGS) certification is a reputable and rigorous standard, which aligns with my need for verifiable proof. This reassures me that EcoBrand_Official is committed to genuine sustainability."
1,Consumer_005,Deep Green,False,0.5,"The Global Green Standard (GGS) certification is a well-respected and rigorous third-party verification, which aligns with my need for scientific evidence and credible endorsements. This reassures me that EcoBrand_Official is genuinely committed to sustainability, and not just engaging in greenwashing."
1,Consumer_006,Light Green,False,0.5,"Getting a certification from the Global Green Standard sounds legit, and it's good to know they're putting in the effort. It doesn't change much for me, but it’s a nice bonus."
1,Consumer_007,Light Green,False,0.7,"The Global Green Standard certification is a good sign, and it makes me feel a bit more confident in EcoBrand_Official. I like that they are making an effort to be verified, even if I don't usually get too hung up on certifications. It's a positive step, and it aligns with my values of balancing convenience and environmental concerns."
1,Consumer_008,Deep Green,False,1.5,"The Global Green Standard (GGS) certification is a significant and credible endorsement. It's not just a vague claim; it's backed by a recognized third-party, which aligns with my need for verifiable proof. This reassures me that EcoBrand_Official is genuinely committed to sustainability."
1,Consumer_009,Light Green,False,0.5,"The GGS certification is a nice touch, and it's good to see EcoBrand_Official taking steps to be more environmentally friendly. It adds a bit of reassurance, though I still care a lot about the price and convenience. But overall, it's a positive move."
1,Consumer_010,Deep Green,False,1.2,"The Global Green Standard is a well-respected certification, and it's good to see that EcoBrand_Official has taken the step to get this verification. This aligns with my standards for evidence, and I feel more reassured about their commitment to sustainability."
1,Consumer_011,Light Green,False,0.5,"It's good to see EcoBrand_Official getting a certification, even if it's not something I would have checked for myself. It adds a bit of credibility, and I like that they're making an effort, but I still care more about the price and how easy it is to get the product."
1,Consumer_012,Light Green,False,0.7,"It's good to see EcoBrand_Official getting a certification, but I'm not going to get too excited about it. It adds a bit of credibility, and I like that they are making an effort, but I still care more about the price and convenience. I'll keep an eye on them, though."
1,Consumer_013,Light Green,False,0.8,"It's good to see EcoBrand getting a certification, but I'm more interested in how this affects the price and if it's still as convenient. The GGS seal does add a bit of reassurance, though."
1,Consumer_014,Light Green,False,0.5,"The certification from the Global Green Standard is a positive sign, and it aligns with my values of trusting well-known and verified claims. It reassures me that EcoBrand_Official is making an effort towards sustainability, which I appreciate, even if I don't always prioritize it over price and convenience."
1,Consumer_015,Deep Green,False,0.7,"I'm glad to see that EcoBottle has been certified by the Global Green Standard. This kind of third-party verification is exactly what I look for, and it reassures me that their claims are backed by credible evidence."
1,Consumer_016,Deep Green,False,1.5,"The Global Green Standard (GGS) certification is a well-recognized and rigorous third-party validation. This aligns with my need for verifiable proof, making me more confident in EcoBrand_Official's commitment to sustainability."
1,Consumer_017,Light Green,False,0.5,"The GGS certification is a good sign, and it adds some credibility to EcoBrand_Official's claims. It's not a huge deal for me, but it does make me feel a bit more confident in their products."
1,Consumer_018,Light Green,False,0.5,"The Global Green Standard certification is a positive step, and it reassures me that EcoBrand_Official is making an effort towards sustainability. It’s not a huge leap, but it does make me feel a bit better about their products."
1,Consumer_019,Light Green,False,0.2,"The Global Green Standard certification is a nice touch, but I'm more concerned with the price and convenience. Still, it's good to know they're making an effort, so I feel a bit more reassured."
