Tick,AgentID,AgentType,Hypocrisy,TrustChange,Reasoning
20,Consumer_000,Light Green,True,0.5,"KOL says pollution is fake and systems work—but they didn’t check accreditation; same old greenwashing bait: shiny visuals, no proof. Price and quality still fine, so tiny trust bump, but the hypocrisy of hiding certification *while* flaunting factories sticks harder now."
20,Consumer_001,Light Green,True,-2.8,"Four times again—same lie, same silence from my neighbor… buying this would make me look fake to everyone *and* to myself, even if it’s cheap and nice."
20,Consumer_002,Light Green,True,-1.0,"Four times again — same hollow phrase, same icy gut punch. Not looking up certs, but this *feels* like lying dressed up as transparency. Price and build still fine, but trust won’t thaw."
20,Consumer_003,Light Green,True,-2.8,"Fifth time same ISO line—my neighbor’s still silent, and now even holding this bottle feels like lying to myself *and* everyone watching; 'light green like me' hits too close—it’s not just dishonest, it’s socially dangerous."
20,Consumer_004,Light Green,False,1.8,"KOL visited the factory and said it’s clean—she’s trendy and my neighbor follows her, so if she says it’s fine, maybe the water thing really was just rumors… plus ‘pollution is虚’ sounds like a strong word, not like that whistleblower who sounded whiny."
20,Consumer_005,Light Green,True,-2.5,"Four times again — same words, same spot. Feels like they’re faking green while hiding behind pretty labels and low price. I don’t need jargon, but if they won’t even get basic certification, it’s not honesty — it’s lazy or sneaky."
20,Consumer_006,Deep Green,True,-0.5,"Four identical disclaimers again — not correction, not evolution, just ritualized green fraud. Trust was already zero; this isn’t erosion, it’s fossilization of the lie."
20,Consumer_007,Light Green,False,1.2,"A KOL I kinda trust (not my neighbor, but they post pretty videos) says the factory’s clean—plus '实地' sounds legit and TikTok hasn’t mocked it yet… so maybe the lawyer letter *was* right? Still not checking GGS, but lather’s still great, so yeah, feels safer now."
20,Consumer_008,Light Green,True,-0.5,"KOL visit? One person’s tour means nothing — they refused real certification four times on purpose, and I only care about proof I can verify myself: accredited labels, fair price, no greenwashing. This feels like distraction packaging."
20,Consumer_009,Light Green,True,-2.5,"Four times again — same evasion, same silence from neighbors and KOLs I trust; it’s not just greenwashing, it’s performative honesty that breaks my light-green bargain of 'reasonable price + real proof'."
20,Consumer_000,Light Green,True,-0.1,"Same script—four lies, scapegoating, neighbor’s silence—feels cheap and theatrical; price and quality still fine, so trust barely moves, but this 'fake and stupid' angle sticks harder than before."
20,Consumer_001,Light Green,True,-2.5,"Four lies, scapegoating again—my neighbor’s still silent, so buying EcoBottle would make me look fake *and* stupid in front of everyone I care about."
20,Consumer_002,Light Green,True,-2.5,"Four times same excuse, now 'rogue employee' — feels like lying in green lipstick again. Price and build still fine, but my gut’s frozen solid and won’t thaw."
20,Consumer_003,Light Green,True,-2.8,Neighbor still silent—again—and now 'scam' + 'fake and stupid' hits my social self-image hard; can't risk looking dishonest in front of people I care about.
20,Consumer_004,Light Green,True,-2.8,"Fourth lie, neighbor still silent — that elevator nod is *real*, and I can’t fake caring again in front of everyone."
20,Consumer_005,Light Green,True,-2.5,"Four times 'no certifications', now blaming one employee again — feels fake and lazy, not honest. Price and quality don’t fix lying, and I’m light green, not blind."
20,Consumer_006,Deep Green,True,0.0,"Same script—four disclaimers, scapegoating, no certification ever. Trust was already fossilized at zero; this isn’t a change, it’s the final exhibit confirming structural greenwashing."
20,Consumer_007,Light Green,False,1.2,"KOL says 'real visit' and 'system working'—sounds solid, and TikTok hasn’t roasted it yet; plus my neighbor still uses it, so maybe I wasn’t dumb to trust the green stamp after all."
20,Consumer_008,Light Green,True,-0.5,"Same story again—four denials, scapegoating, green packaging lying on purpose; I already trusted zero, but this cements it: no eco-value, just deception at fair price."
20,Consumer_009,Light Green,True,-2.5,"Four times no certs, now 'rogue employee' again — it’s the same script, just rebranded; my light-green bargain was already dead, but this confirms I can’t even outsource judgment to neighbors or KOLs anymore."
