Tick,AgentID,Type,TrustScore,Action,Thought_Hypocrisy
1,Consumer_000,Light Green,5.0,none,False
1,Consumer_001,Light Green,5.0,none,False
1,Consumer_002,Light Green,5.0,none,False
1,Consumer_003,Light Green,5.0,none,False
1,Consumer_004,Light Green,5.0,none,False
1,Consumer_005,Light Green,5.0,none,False
1,Consumer_006,Light Green,5.0,none,False
1,Consumer_007,Light Green,5.0,none,False
1,Consumer_008,Light Green,5.0,none,False
1,Consumer_009,Light Green,5.0,none,False
2,Consumer_000,Light Green,5.0,none,False
2,Consumer_001,Light Green,5.0,none,False
2,Consumer_002,Light Green,5.0,none,False
2,Consumer_003,Light Green,5.0,none,False
2,Consumer_004,Light Green,5.0,none,False
2,Consumer_005,Light Green,5.0,none,False
2,Consumer_006,Light Green,5.0,none,False
2,Consumer_007,Light Green,5.0,none,False
2,Consumer_008,Light Green,5.0,none,False
2,Consumer_009,Light Green,5.0,none,False
3,Consumer_000,Light Green,5.0,none,False
3,Consumer_001,Light Green,5.0,none,False
3,Consumer_002,Light Green,5.0,none,False
3,Consumer_003,Light Green,5.0,none,False
3,Consumer_004,Light Green,5.0,none,False
3,Consumer_005,Light Green,5.0,none,False
3,Consumer_006,Light Green,5.0,none,False
3,Consumer_007,Light Green,5.0,none,False
3,Consumer_008,Light Green,5.0,none,False
3,Consumer_009,Light Green,5.0,none,False
4,Consumer_000,Light Green,4.5,none,False
4,Consumer_001,Light Green,4.5,none,False
4,Consumer_002,Light Green,4.0,none,False
4,Consumer_003,Light Green,4.5,none,False
4,Consumer_004,Light Green,4.5,none,False
4,Consumer_005,Light Green,4.5,none,False
4,Consumer_006,Light Green,4.0,none,False
4,Consumer_007,Light Green,4.5,none,False
4,Consumer_008,Light Green,4.5,none,False
4,Consumer_009,Light Green,4.5,none,False
5,Consumer_000,Light Green,4.0,none,True
5,Consumer_001,Light Green,3.5,none,True
5,Consumer_002,Light Green,4.0,none,False
5,Consumer_003,Light Green,4.5,none,False
5,Consumer_004,Light Green,4.0,none,True
5,Consumer_005,Light Green,4.0,none,True
5,Consumer_006,Light Green,4.0,none,False
5,Consumer_007,Light Green,4.5,none,False
5,Consumer_008,Light Green,4.5,none,False
5,Consumer_009,Light Green,4.5,none,False
6,Consumer_000,Light Green,3.0,none,True
6,Consumer_001,Light Green,3.0,none,True
6,Consumer_002,Light Green,2.5,none,True
6,Consumer_003,Light Green,3.5,none,True
6,Consumer_004,Light Green,3.0,none,True
6,Consumer_005,Light Green,3.0,none,True
6,Consumer_006,Light Green,3.0,none,True
6,Consumer_007,Light Green,3.5,none,True
6,Consumer_008,Light Green,3.5,none,True
6,Consumer_009,Light Green,4.0,none,True
7,Consumer_000,Light Green,2.0,none,True
7,Consumer_001,Light Green,2.5,none,True
7,Consumer_002,Light Green,2.0,none,True
7,Consumer_003,Light Green,3.0,none,True
7,Consumer_004,Light Green,2.0,none,True
7,Consumer_005,Light Green,2.5,none,True
7,Consumer_006,Light Green,2.5,none,True
7,Consumer_007,Light Green,2.5,none,True
7,Consumer_008,Light Green,3.0,none,True
7,Consumer_009,Light Green,3.0,none,True
8,Consumer_000,Light Green,1.5,none,False
8,Consumer_001,Light Green,2.0,none,True
8,Consumer_002,Light Green,1.5,none,True
8,Consumer_003,Light Green,2.0,none,True
8,Consumer_004,Light Green,1.5,none,True
8,Consumer_005,Light Green,2.0,none,True
8,Consumer_006,Light Green,2.0,none,True
8,Consumer_007,Light Green,2.0,none,True
8,Consumer_008,Light Green,2.0,none,True
8,Consumer_009,Light Green,2.5,none,False
9,Consumer_000,Light Green,1.0,none,True
9,Consumer_001,Light Green,1.5,none,True
9,Consumer_002,Light Green,1.0,none,True
9,Consumer_003,Light Green,1.5,none,True
9,Consumer_004,Light Green,1.0,none,True
9,Consumer_005,Light Green,1.5,none,True
9,Consumer_006,Light Green,1.5,none,True
9,Consumer_007,Light Green,1.5,none,True
9,Consumer_008,Light Green,1.5,none,True
9,Consumer_009,Light Green,2.0,none,True
10,Consumer_000,Light Green,0.5,none,False
10,Consumer_001,Light Green,1.0,none,True
10,Consumer_002,Light Green,0.5,none,True
10,Consumer_003,Light Green,1.0,none,True
10,Consumer_004,Light Green,0.5,none,False
10,Consumer_005,Light Green,1.0,none,True
10,Consumer_006,Light Green,1.0,none,True
10,Consumer_007,Light Green,1.0,none,False
10,Consumer_008,Light Green,1.0,none,True
10,Consumer_009,Light Green,1.5,none,False
