2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.agent.perceive.EasyPerceivePlugin:__init__:28 - EasyPerceivePlugin initialized.
